PC1,PC2,spectral_cluster,dbscan_cluster
0.7924652852887213,-0.3762114083650643,2,3
-0.7247445116160901,-0.4064578908471349,1,3
0.6518516253523867,-0.3870183423665802,2,3
0.7329157414172232,-0.3569695161582356,2,3
0.7803575284161564,-0.3133465639096826,2,3
-0.3989152443336481,-0.320992844333841,1,3
2.226106225766459,2.9368242263140467,0,2
-0.6897674428869732,-0.3683143806486282,1,3
0.7271551720571118,-0.350125702252607,2,3
0.037281850648679,-0.4126499828192787,1,3
0.40692010474831,0.579151419042402,2,0
0.8185504022571151,-0.29952658545683,2,3
0.538419686503017,-0.3078722009600547,2,3
1.4748198947397435,-0.3081771450057233,2,3
0.094198214183011,0.5679902672639683,2,0
1.5852577091254825,-0.2814775838461943,2,3
0.7527882553089751,-0.3249848352292458,2,3
-0.7687183939590053,0.5279929727373818,2,0
-1.1202078568949418,0.4576010834262954,2,0
-1.6239229012917369,1.012430534267601,0,1
1.7913649934278582,-0.2981677529598017,2,3
-0.106817238803049,-0.314419433294697,1,3
-1.3570850070738802,0.571117072489668,2,0
0.3337973202478634,-0.3605652949822466,2,3
-0.3235389863666548,-0.4930078364012115,1,3
1.54972247201636,-0.2955347657771574,2,3
0.4236158706821681,-0.3942770146985492,2,3
0.4404263146318341,-0.3787408248765364,2,3
-1.658365977080977,-0.5259049745595338,1,3
-2.1262152857978585,1.7664599793821287,0,1
0.1792580467489898,-0.4062524818032725,1,3
0.2680907170224279,-0.4200040323065003,2,3
-0.3847007861743048,-0.4532006369260912,1,3
-0.722184515018541,0.5571336156782324,2,0
-1.3741096755410156,1.466431448689285,0,1
0.803252368582188,5.630512343060521,2,-1
0.4986350009942062,-0.3608132884163601,2,3
-0.2987669787163065,-0.4779090820842004,1,3
0.6389513835440215,-0.3140291764720017,2,3
0.5747793203344366,-0.2994819599470001,2,3
-0.0012542934722954,0.5097227504486773,2,0
-0.472594824099347,-0.431413039686757,1,3
0.023689722166891,-0.4101875158483171,1,3
-2.6978069355503496,0.3529821512410028,2,0
-2.390392097328412,0.4029984224020294,2,0
-2.4581754633633346,1.407521094552059,0,1
0.2447828289099517,-0.4525820074564086,1,3
0.4287976507695289,-0.4093224599182724,2,3
-2.5214962911163807,2.275782565287561,0,1
-0.5341637504696976,-0.3429977221600073,1,3
0.6091553513229977,-0.3321388655540296,2,3
-0.0261906829829398,-0.466319897310786,1,3
-1.6624443134072575,1.0340075413137353,0,1
1.409936111646221,-0.3269994721298553,2,3
-1.5431150196867516,0.4538720115491545,2,0
2.36410126713816,2.962103190172469,0,2
-0.6230210422005715,-0.3574547679667464,1,3
2.4582480704538425,2.99716056982716,0,2
-0.3805493532328894,-0.4459335911052276,1,3
0.7176684354999475,-0.3633024383611452,2,3
0.3774039460993027,-0.4393636095352799,2,3
1.027831025099987,-0.3244987391315174,2,3
